,Region Name,Country,Class,Category,Type,Constant 2018 USD,Data Type
45,"South, Central America and Carribbean",Antigua Barb,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
46,"South, Central America and Carribbean",Antigua Barb,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
47,"South, Central America and Carribbean",Antigua Barb,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
48,"South, Central America and Carribbean",Argentina,A1,Beneficial,Fisheries mangt.,23293779.60906289,Reported
49,"South, Central America and Carribbean",Argentina,A2,Beneficial,Fishery R&D,14683734.48097655,Reported
50,"South, Central America and Carribbean",Argentina,A3,Beneficial,MPAs,12357904.981492719,Modeled
51,"South, Central America and Carribbean",Argentina,B1,Capacity-enhancing,Boat constsruct. & renov.,16076972.610532738,Modeled
52,"South, Central America and Carribbean",Argentina,B2,Capacity-enhancing,Fisheries dev. projects,47552559.92271965,Modeled
53,"South, Central America and Carribbean",Argentina,B3,Capacity-enhancing,Fishing port develop.,250863.51510499997,Reported
54,"South, Central America and Carribbean",Argentina,B4,Capacity-enhancing,Markt. & storage infrast.,36117673.98001697,Modeled
55,"South, Central America and Carribbean",Argentina,B5,Capacity-enhancing,Tax exemption,55978883.68514694,Modeled
56,"South, Central America and Carribbean",Argentina,B6,Capacity-enhancing,Fishing access,5988.410000000001,Modeled
1832,"South, Central America and Carribbean",Argentina,B7,Capacity-enhancing,Fuel subsidies,86845934.37246066,Modeled
57,"South, Central America and Carribbean",Argentina,C1,Ambiguous,Fisher assistance,10756897.039732551,Modeled
58,"South, Central America and Carribbean",Argentina,C2,Ambiguous,Vessel buyback,11715210.050270105,Modeled
59,"South, Central America and Carribbean",Argentina,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
72,"South, Central America and Carribbean",Bahamas,A1,Beneficial,Fisheries mangt.,2291412.0,Reported
73,"South, Central America and Carribbean",Bahamas,A2,Beneficial,Fishery R&D,1700000.0,Reported
74,"South, Central America and Carribbean",Bahamas,A3,Beneficial,MPAs,9394835.369528549,Modeled
75,"South, Central America and Carribbean",Bahamas,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
76,"South, Central America and Carribbean",Bahamas,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
77,"South, Central America and Carribbean",Bahamas,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
78,"South, Central America and Carribbean",Bahamas,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
79,"South, Central America and Carribbean",Bahamas,B5,Capacity-enhancing,Tax exemption,4625550.54229583,Modeled
80,"South, Central America and Carribbean",Bahamas,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1834,"South, Central America and Carribbean",Bahamas,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
81,"South, Central America and Carribbean",Bahamas,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
82,"South, Central America and Carribbean",Bahamas,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
83,"South, Central America and Carribbean",Bahamas,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
108,"South, Central America and Carribbean",Barbados,A1,Beneficial,Fisheries mangt.,563755.0730094705,Modeled
109,"South, Central America and Carribbean",Barbados,A2,Beneficial,Fishery R&D,132089.48421383,Modeled
110,"South, Central America and Carribbean",Barbados,A3,Beneficial,MPAs,134486.00943162688,Modeled
111,"South, Central America and Carribbean",Barbados,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
112,"South, Central America and Carribbean",Barbados,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
113,"South, Central America and Carribbean",Barbados,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
114,"South, Central America and Carribbean",Barbados,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
115,"South, Central America and Carribbean",Barbados,B5,Capacity-enhancing,Tax exemption,274698.9505324557,Modeled
116,"South, Central America and Carribbean",Barbados,B6,Capacity-enhancing,Fishing access,650.19,Modeled
1837,"South, Central America and Carribbean",Barbados,B7,Capacity-enhancing,Fuel subsidies,2301463.3316798937,Modeled
117,"South, Central America and Carribbean",Barbados,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
118,"South, Central America and Carribbean",Barbados,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
119,"South, Central America and Carribbean",Barbados,C3,Ambiguous,Rural fisher communities,70648.09745440025,Modeled
156,"South, Central America and Carribbean",Belize,A1,Beneficial,Fisheries mangt.,4217228.85,Reported
157,"South, Central America and Carribbean",Belize,A2,Beneficial,Fishery R&D,307326.53284233756,Modeled
158,"South, Central America and Carribbean",Belize,A3,Beneficial,MPAs,9721373.392584419,Modeled
159,"South, Central America and Carribbean",Belize,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
160,"South, Central America and Carribbean",Belize,B2,Capacity-enhancing,Fisheries dev. projects,14255767.194546875,Modeled
161,"South, Central America and Carribbean",Belize,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
162,"South, Central America and Carribbean",Belize,B4,Capacity-enhancing,Markt. & storage infrast.,332505.625,Reported
163,"South, Central America and Carribbean",Belize,B5,Capacity-enhancing,Tax exemption,16781892.18252358,Modeled
164,"South, Central America and Carribbean",Belize,B6,Capacity-enhancing,Fishing access,15723894.71,Modeled
1841,"South, Central America and Carribbean",Belize,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
165,"South, Central America and Carribbean",Belize,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
166,"South, Central America and Carribbean",Belize,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
167,"South, Central America and Carribbean",Belize,C3,Ambiguous,Rural fisher communities,164373.68176425292,Modeled
144,"South, Central America and Carribbean",Brazil,A1,Beneficial,Fisheries mangt.,42571102.78732601,Reported
145,"South, Central America and Carribbean",Brazil,A2,Beneficial,Fishery R&D,53552010.30154717,Modeled
146,"South, Central America and Carribbean",Brazil,A3,Beneficial,MPAs,149979343.51114792,Modeled
147,"South, Central America and Carribbean",Brazil,B1,Capacity-enhancing,Boat constsruct. & renov.,27928835.92332357,Modeled
148,"South, Central America and Carribbean",Brazil,B2,Capacity-enhancing,Fisheries dev. projects,8257499.848212693,Reported
149,"South, Central America and Carribbean",Brazil,B3,Capacity-enhancing,Fishing port develop.,332049.03381012427,Reported
150,"South, Central America and Carribbean",Brazil,B4,Capacity-enhancing,Markt. & storage infrast.,121220212.86203708,Reported
151,"South, Central America and Carribbean",Brazil,B5,Capacity-enhancing,Tax exemption,92115717.89778033,Reported
152,"South, Central America and Carribbean",Brazil,B6,Capacity-enhancing,Fishing access,54151.86,Modeled
1840,"South, Central America and Carribbean",Brazil,B7,Capacity-enhancing,Fuel subsidies,6181967.38153052,Reported
153,"South, Central America and Carribbean",Brazil,C1,Ambiguous,Fisher assistance,30063729.48263967,Reported
154,"South, Central America and Carribbean",Brazil,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
155,"South, Central America and Carribbean",Brazil,C3,Ambiguous,Rural fisher communities,28642307.638495777,Modeled
288,"South, Central America and Carribbean",Chile,A1,Beneficial,Fisheries mangt.,9716384.63839975,Reported
289,"South, Central America and Carribbean",Chile,A2,Beneficial,Fishery R&D,3718790.7775716395,Reported
290,"South, Central America and Carribbean",Chile,A3,Beneficial,MPAs,105515451.20015617,Modeled
291,"South, Central America and Carribbean",Chile,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
292,"South, Central America and Carribbean",Chile,B2,Capacity-enhancing,Fisheries dev. projects,27012637.30683022,Reported
293,"South, Central America and Carribbean",Chile,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
294,"South, Central America and Carribbean",Chile,B4,Capacity-enhancing,Markt. & storage infrast.,84617424.84280846,Modeled
295,"South, Central America and Carribbean",Chile,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
296,"South, Central America and Carribbean",Chile,B6,Capacity-enhancing,Fishing access,21449833.87,Modeled
1852,"South, Central America and Carribbean",Chile,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
297,"South, Central America and Carribbean",Chile,C1,Ambiguous,Fisher assistance,2887593.75,Reported
298,"South, Central America and Carribbean",Chile,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
299,"South, Central America and Carribbean",Chile,C3,Ambiguous,Rural fisher communities,44923.258499999996,Reported
325,"South, Central America and Carribbean",Colombia,A1,Beneficial,Fisheries mangt.,8458096.937049776,Modeled
326,"South, Central America and Carribbean",Colombia,A2,Beneficial,Fishery R&D,1981757.1767140662,Modeled
327,"South, Central America and Carribbean",Colombia,A3,Beneficial,MPAs,10066398.656116676,Modeled
328,"South, Central America and Carribbean",Colombia,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
329,"South, Central America and Carribbean",Colombia,B2,Capacity-enhancing,Fisheries dev. projects,6445303.314669388,Modeled
330,"South, Central America and Carribbean",Colombia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
331,"South, Central America and Carribbean",Colombia,B4,Capacity-enhancing,Markt. & storage infrast.,4895411.817994042,Modeled
332,"South, Central America and Carribbean",Colombia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
333,"South, Central America and Carribbean",Colombia,B6,Capacity-enhancing,Fishing access,139765.55,Modeled
1855,"South, Central America and Carribbean",Colombia,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
334,"South, Central America and Carribbean",Colombia,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
335,"South, Central America and Carribbean",Colombia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
336,"South, Central America and Carribbean",Colombia,C3,Ambiguous,Rural fisher communities,1059943.3784206829,Modeled
373,"South, Central America and Carribbean",Costa Rica,A1,Beneficial,Fisheries mangt.,3903926.682121894,Modeled
374,"South, Central America and Carribbean",Costa Rica,A2,Beneficial,Fishery R&D,914701.5903507923,Modeled
375,"South, Central America and Carribbean",Costa Rica,A3,Beneficial,MPAs,5899001.736107768,Modeled
376,"South, Central America and Carribbean",Costa Rica,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
377,"South, Central America and Carribbean",Costa Rica,B2,Capacity-enhancing,Fisheries dev. projects,2417657.0516434507,Modeled
378,"South, Central America and Carribbean",Costa Rica,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
379,"South, Central America and Carribbean",Costa Rica,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
380,"South, Central America and Carribbean",Costa Rica,B5,Capacity-enhancing,Tax exemption,433.2264065156739,Reported
381,"South, Central America and Carribbean",Costa Rica,B6,Capacity-enhancing,Fishing access,52601.06,Modeled
1859,"South, Central America and Carribbean",Costa Rica,B7,Capacity-enhancing,Fuel subsidies,1461305.5221798623,Reported
382,"South, Central America and Carribbean",Costa Rica,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
383,"South, Central America and Carribbean",Costa Rica,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
384,"South, Central America and Carribbean",Costa Rica,C3,Ambiguous,Rural fisher communities,489228.40059081424,Modeled
397,"South, Central America and Carribbean",Cuba,A1,Beneficial,Fisheries mangt.,5557819.788404214,Modeled
398,"South, Central America and Carribbean",Cuba,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
399,"South, Central America and Carribbean",Cuba,A3,Beneficial,MPAs,18255231.623400547,Modeled
400,"South, Central America and Carribbean",Cuba,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
401,"South, Central America and Carribbean",Cuba,B2,Capacity-enhancing,Fisheries dev. projects,2295544.8441692092,Modeled
402,"South, Central America and Carribbean",Cuba,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
403,"South, Central America and Carribbean",Cuba,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
404,"South, Central America and Carribbean",Cuba,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
405,"South, Central America and Carribbean",Cuba,B6,Capacity-enhancing,Fishing access,175422.27000000002,Modeled
1861,"South, Central America and Carribbean",Cuba,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
406,"South, Central America and Carribbean",Cuba,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
407,"South, Central America and Carribbean",Cuba,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
408,"South, Central America and Carribbean",Cuba,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
445,"South, Central America and Carribbean",Dominica,A1,Beneficial,Fisheries mangt.,704419.6289252101,Reported
446,"South, Central America and Carribbean",Dominica,A2,Beneficial,Fishery R&D,98275.76796313822,Modeled
447,"South, Central America and Carribbean",Dominica,A3,Beneficial,MPAs,374478.62604538206,Modeled
448,"South, Central America and Carribbean",Dominica,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
449,"South, Central America and Carribbean",Dominica,B2,Capacity-enhancing,Fisheries dev. projects,111111.111,Reported
450,"South, Central America and Carribbean",Dominica,B3,Capacity-enhancing,Fishing port develop.,189495.92573642998,Reported
451,"South, Central America and Carribbean",Dominica,B4,Capacity-enhancing,Markt. & storage infrast.,1018670.3639934856,Modeled
452,"South, Central America and Carribbean",Dominica,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
453,"South, Central America and Carribbean",Dominica,B6,Capacity-enhancing,Fishing access,1717399.91,Modeled
1865,"South, Central America and Carribbean",Dominica,B7,Capacity-enhancing,Fuel subsidies,548107.8326567218,Modeled
454,"South, Central America and Carribbean",Dominica,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
455,"South, Central America and Carribbean",Dominica,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
456,"South, Central America and Carribbean",Dominica,C3,Ambiguous,Rural fisher communities,52562.821891455846,Modeled
457,"South, Central America and Carribbean",Dominican Rp,A1,Beneficial,Fisheries mangt.,8879078.530960726,Modeled
458,"South, Central America and Carribbean",Dominican Rp,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
459,"South, Central America and Carribbean",Dominican Rp,A3,Beneficial,MPAs,8528779.034448754,Modeled
460,"South, Central America and Carribbean",Dominican Rp,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
461,"South, Central America and Carribbean",Dominican Rp,B2,Capacity-enhancing,Fisheries dev. projects,3509195.506518295,Modeled
462,"South, Central America and Carribbean",Dominican Rp,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
463,"South, Central America and Carribbean",Dominican Rp,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
464,"South, Central America and Carribbean",Dominican Rp,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
465,"South, Central America and Carribbean",Dominican Rp,B6,Capacity-enhancing,Fishing access,3680.69,Modeled
1866,"South, Central America and Carribbean",Dominican Rp,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
466,"South, Central America and Carribbean",Dominican Rp,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
467,"South, Central America and Carribbean",Dominican Rp,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
468,"South, Central America and Carribbean",Dominican Rp,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
469,"South, Central America and Carribbean",Ecuador,A1,Beneficial,Fisheries mangt.,48220288.01222367,Modeled
470,"South, Central America and Carribbean",Ecuador,A2,Beneficial,Fishery R&D,11298156.375206498,Modeled
471,"South, Central America and Carribbean",Ecuador,A3,Beneficial,MPAs,8043056.298850858,Modeled
472,"South, Central America and Carribbean",Ecuador,B1,Capacity-enhancing,Boat constsruct. & renov.,9619420.08298292,Modeled
473,"South, Central America and Carribbean",Ecuador,B2,Capacity-enhancing,Fisheries dev. projects,533553.6537470203,Reported
474,"South, Central America and Carribbean",Ecuador,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
475,"South, Central America and Carribbean",Ecuador,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
476,"South, Central America and Carribbean",Ecuador,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
477,"South, Central America and Carribbean",Ecuador,B6,Capacity-enhancing,Fishing access,162267.81,Modeled
1867,"South, Central America and Carribbean",Ecuador,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
478,"South, Central America and Carribbean",Ecuador,C1,Ambiguous,Fisher assistance,388302.46535638743,Reported
479,"South, Central America and Carribbean",Ecuador,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
480,"South, Central America and Carribbean",Ecuador,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
481,"South, Central America and Carribbean",El Salvador,A1,Beneficial,Fisheries mangt.,933407.0300733948,Modeled
482,"South, Central America and Carribbean",El Salvador,A2,Beneficial,Fishery R&D,75379.91378790553,Modeled
483,"South, Central America and Carribbean",El Salvador,A3,Beneficial,MPAs,1312573.2180803763,Modeled
484,"South, Central America and Carribbean",El Salvador,B1,Capacity-enhancing,Boat constsruct. & renov.,142460.4371750183,Modeled
485,"South, Central America and Carribbean",El Salvador,B2,Capacity-enhancing,Fisheries dev. projects,1680744.040981573,Modeled
486,"South, Central America and Carribbean",El Salvador,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
487,"South, Central America and Carribbean",El Salvador,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
488,"South, Central America and Carribbean",El Salvador,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
489,"South, Central America and Carribbean",El Salvador,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1868,"South, Central America and Carribbean",El Salvador,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
490,"South, Central America and Carribbean",El Salvador,C1,Ambiguous,Fisher assistance,272285.82147308014,Modeled
491,"South, Central America and Carribbean",El Salvador,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
492,"South, Central America and Carribbean",El Salvador,C3,Ambiguous,Rural fisher communities,38781.357186857065,Modeled
650,"South, Central America and Carribbean",Grenada,A1,Beneficial,Fisheries mangt.,435003.5499977865,Modeled
651,"South, Central America and Carribbean",Grenada,A2,Beneficial,Fishery R&D,101922.62083542683,Modeled
652,"South, Central America and Carribbean",Grenada,A3,Beneficial,MPAs,711462.2904806193,Modeled
653,"South, Central America and Carribbean",Grenada,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
654,"South, Central America and Carribbean",Grenada,B2,Capacity-enhancing,Fisheries dev. projects,208505.80525972263,Modeled
655,"South, Central America and Carribbean",Grenada,B3,Capacity-enhancing,Fishing port develop.,121473.96063165844,Modeled
656,"South, Central America and Carribbean",Grenada,B4,Capacity-enhancing,Markt. & storage infrast.,158366.7569012101,Modeled
657,"South, Central America and Carribbean",Grenada,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
658,"South, Central America and Carribbean",Grenada,B6,Capacity-enhancing,Fishing access,104324.85,Modeled
1882,"South, Central America and Carribbean",Grenada,B7,Capacity-enhancing,Fuel subsidies,1182511.5589077582,Modeled
659,"South, Central America and Carribbean",Grenada,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
660,"South, Central America and Carribbean",Grenada,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
661,"South, Central America and Carribbean",Grenada,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
662,"South, Central America and Carribbean",Guatemala,A1,Beneficial,Fisheries mangt.,2482618.246693739,Modeled
663,"South, Central America and Carribbean",Guatemala,A2,Beneficial,Fishery R&D,200490.8291609292,Modeled
664,"South, Central America and Carribbean",Guatemala,A3,Beneficial,MPAs,755668.1982005591,Modeled
665,"South, Central America and Carribbean",Guatemala,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
666,"South, Central America and Carribbean",Guatemala,B2,Capacity-enhancing,Fisheries dev. projects,3460672.04225438,Modeled
667,"South, Central America and Carribbean",Guatemala,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
668,"South, Central America and Carribbean",Guatemala,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
669,"South, Central America and Carribbean",Guatemala,B5,Capacity-enhancing,Tax exemption,576362.5861628023,Modeled
670,"South, Central America and Carribbean",Guatemala,B6,Capacity-enhancing,Fishing access,128126.93,Modeled
1883,"South, Central America and Carribbean",Guatemala,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
671,"South, Central America and Carribbean",Guatemala,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
672,"South, Central America and Carribbean",Guatemala,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
673,"South, Central America and Carribbean",Guatemala,C3,Ambiguous,Rural fisher communities,103148.25352886853,Modeled
686,"South, Central America and Carribbean",Guyana,A1,Beneficial,Fisheries mangt.,1089360.147178544,Reported
687,"South, Central America and Carribbean",Guyana,A2,Beneficial,Fishery R&D,354359.28249159176,Modeled
688,"South, Central America and Carribbean",Guyana,A3,Beneficial,MPAs,54977.83475758453,Modeled
689,"South, Central America and Carribbean",Guyana,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
690,"South, Central America and Carribbean",Guyana,B2,Capacity-enhancing,Fisheries dev. projects,4357676.345607512,Modeled
691,"South, Central America and Carribbean",Guyana,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
692,"South, Central America and Carribbean",Guyana,B4,Capacity-enhancing,Markt. & storage infrast.,975530.0604849999,Reported
693,"South, Central America and Carribbean",Guyana,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
694,"South, Central America and Carribbean",Guyana,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1885,"South, Central America and Carribbean",Guyana,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
695,"South, Central America and Carribbean",Guyana,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
696,"South, Central America and Carribbean",Guyana,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
697,"South, Central America and Carribbean",Guyana,C3,Ambiguous,Rural fisher communities,182310.2895215801,Modeled
698,"South, Central America and Carribbean",Haiti,A1,Beneficial,Fisheries mangt.,1237916.176318999,Reported
699,"South, Central America and Carribbean",Haiti,A2,Beneficial,Fishery R&D,247911.0515302861,Reported
700,"South, Central America and Carribbean",Haiti,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
701,"South, Central America and Carribbean",Haiti,B1,Capacity-enhancing,Boat constsruct. & renov.,21922.712821273235,Reported
702,"South, Central America and Carribbean",Haiti,B2,Capacity-enhancing,Fisheries dev. projects,891694.0508952955,Reported
703,"South, Central America and Carribbean",Haiti,B3,Capacity-enhancing,Fishing port develop.,59211.81313409313,Reported
704,"South, Central America and Carribbean",Haiti,B4,Capacity-enhancing,Markt. & storage infrast.,722732.425019078,Reported
705,"South, Central America and Carribbean",Haiti,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
706,"South, Central America and Carribbean",Haiti,B6,Capacity-enhancing,Fishing access,77.21,Modeled
1886,"South, Central America and Carribbean",Haiti,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
707,"South, Central America and Carribbean",Haiti,C1,Ambiguous,Fisher assistance,23306.203300335164,Reported
708,"South, Central America and Carribbean",Haiti,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
709,"South, Central America and Carribbean",Haiti,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
710,"South, Central America and Carribbean",Honduras,A1,Beneficial,Fisheries mangt.,3070215.0890716137,Modeled
711,"South, Central America and Carribbean",Honduras,A2,Beneficial,Fishery R&D,247943.86721765657,Modeled
712,"South, Central America and Carribbean",Honduras,A3,Beneficial,MPAs,5537122.061917022,Modeled
713,"South, Central America and Carribbean",Honduras,B1,Capacity-enhancing,Boat constsruct. & renov.,256310.07061986794,Modeled
714,"South, Central America and Carribbean",Honduras,B2,Capacity-enhancing,Fisheries dev. projects,3023938.662413794,Modeled
715,"South, Central America and Carribbean",Honduras,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
716,"South, Central America and Carribbean",Honduras,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
717,"South, Central America and Carribbean",Honduras,B5,Capacity-enhancing,Tax exemption,503626.1993584156,Modeled
718,"South, Central America and Carribbean",Honduras,B6,Capacity-enhancing,Fishing access,3170.57,Modeled
1887,"South, Central America and Carribbean",Honduras,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
719,"South, Central America and Carribbean",Honduras,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
720,"South, Central America and Carribbean",Honduras,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
721,"South, Central America and Carribbean",Honduras,C3,Ambiguous,Rural fisher communities,127561.82905586438,Modeled
842,"South, Central America and Carribbean",Jamaica,A1,Beneficial,Fisheries mangt.,7177468.8560694335,Reported
843,"South, Central America and Carribbean",Jamaica,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
844,"South, Central America and Carribbean",Jamaica,A3,Beneficial,MPAs,2341910.644817989,Modeled
845,"South, Central America and Carribbean",Jamaica,B1,Capacity-enhancing,Boat constsruct. & renov.,564819.9010371886,Modeled
846,"South, Central America and Carribbean",Jamaica,B2,Capacity-enhancing,Fisheries dev. projects,1670627.4769678474,Modeled
847,"South, Central America and Carribbean",Jamaica,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
848,"South, Central America and Carribbean",Jamaica,B4,Capacity-enhancing,Markt. & storage infrast.,1268894.4328810817,Modeled
849,"South, Central America and Carribbean",Jamaica,B5,Capacity-enhancing,Tax exemption,1987893.2107999998,Reported
850,"South, Central America and Carribbean",Jamaica,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1898,"South, Central America and Carribbean",Jamaica,B7,Capacity-enhancing,Fuel subsidies,16499732.154579438,Modeled
851,"South, Central America and Carribbean",Jamaica,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
852,"South, Central America and Carribbean",Jamaica,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
853,"South, Central America and Carribbean",Jamaica,C3,Ambiguous,Rural fisher communities,294526.72073999996,Reported
1179,"South, Central America and Carribbean",Nicaragua,A1,Beneficial,Fisheries mangt.,6190010.011941159,Modeled
1180,"South, Central America and Carribbean",Nicaragua,A2,Beneficial,Fishery R&D,499891.6935623543,Modeled
1181,"South, Central America and Carribbean",Nicaragua,A3,Beneficial,MPAs,822950.754251684,Modeled
1182,"South, Central America and Carribbean",Nicaragua,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1183,"South, Central America and Carribbean",Nicaragua,B2,Capacity-enhancing,Fisheries dev. projects,7802142.820878563,Modeled
1184,"South, Central America and Carribbean",Nicaragua,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
