Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
Oceania,Vanuatu,Fishing port develop.,0,not found evidence of subsidy,
Oceania,Vanuatu,Markt. & storage infrast.,5768824.08602084,Modeled,
Oceania,Vanuatu,Tax exemption,679640.09415353,Modeled,
Oceania,Vanuatu,Fishing access,911866.76,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Oceania,Vanuatu,Fuel subsidies,4008640.93376613,Modeled,
Oceania,Vanuatu,Fisher assistance,0,not found evidence of subsidy,
Oceania,Vanuatu,Vessel buyback,0,not found evidence of subsidy,
Oceania,Vanuatu,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Fisheries mangt.,1113301.41886205,Modeled,
"South, Central America and Carribbean",Antigua Barb,Fishery R&D,260849.821549265,Modeled,
"South, Central America and Carribbean",Antigua Barb,MPAs,1520416.48806893,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Antigua Barb,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Fisheries dev. projects,439688.07113192,Modeled,
"South, Central America and Carribbean",Antigua Barb,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Markt. & storage infrast.,333957.003195065,Modeled,
"South, Central America and Carribbean",Antigua Barb,Tax exemption,517600.89113269,Modeled,
"South, Central America and Carribbean",Antigua Barb,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Antigua Barb,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Argentina,Fisheries mangt.,23293779.6090629,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
"South, Central America and Carribbean",Argentina,Fishery R&D,14683734.4809766,Reported,"['Argentina Consolidated Budget of the National Public Sector, 2018', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Argentina,MPAs,12357904.9814927,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Argentina,Boat constsruct. & renov.,16076972.6105327,Modeled,
"South, Central America and Carribbean",Argentina,Fisheries dev. projects,47552559.9227197,Modeled,
"South, Central America and Carribbean",Argentina,Fishing port develop.,250863.515105,Reported,"['Argentina Consolidated Budget of the National Public Sector, 2018']"
"South, Central America and Carribbean",Argentina,Markt. & storage infrast.,36117673.980017,Modeled,
"South, Central America and Carribbean",Argentina,Tax exemption,55978883.6851469,Modeled,
"South, Central America and Carribbean",Argentina,Fishing access,5988.41,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Argentina,Fuel subsidies,86845934.3724607,Modeled,
"South, Central America and Carribbean",Argentina,Fisher assistance,10756897.0397326,Modeled,
"South, Central America and Carribbean",Argentina,Vessel buyback,11715210.0502701,Modeled,
"South, Central America and Carribbean",Argentina,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Fisheries mangt.,2291412,Reported,"['Bahamas National Budget (Revenue and Expenditure), 2018/19', 'Bahamas National Budget (Revenue and Expenditure), 2017/18']"
"South, Central America and Carribbean",Bahamas,Fishery R&D,1700000,Reported,"['Bahamas National Budget (Revenue and Expenditure), 2018/19']"
"South, Central America and Carribbean",Bahamas,MPAs,9394835.36952855,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Bahamas,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Fisheries dev. projects,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Tax exemption,4625550.54229583,Modeled,
"South, Central America and Carribbean",Bahamas,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Bahamas,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Fisheries mangt.,563755.073009471,Modeled,
"South, Central America and Carribbean",Barbados,Fishery R&D,132089.48421383,Modeled,
"South, Central America and Carribbean",Barbados,MPAs,134486.009431627,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Barbados,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Fisheries dev. projects,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Tax exemption,274698.950532456,Modeled,
"South, Central America and Carribbean",Barbados,Fishing access,650.19,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Barbados,Fuel subsidies,2301463.33167989,Modeled,
"South, Central America and Carribbean",Barbados,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Barbados,Rural fisher communities,70648.0974544003,Modeled,
"South, Central America and Carribbean",Belize,Fisheries mangt.,4217228.85,Reported,"['Approved Estimates of Revenue and Expenditure for Fiscal Year 2017/2018, Belize', 'Belize Public Sector Investment Programme 2017-18; Pipeline Projects to June 2017']"
"South, Central America and Carribbean",Belize,Fishery R&D,307326.532842338,Modeled,
"South, Central America and Carribbean",Belize,MPAs,9721373.39258442,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Belize,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Belize,Fisheries dev. projects,14255767.1945469,Modeled,
"South, Central America and Carribbean",Belize,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Belize,Markt. & storage infrast.,332505.625,Reported,"['Approved Estimates of Revenue and Expenditure for Fiscal Year 2017/2018, Belize']"
"South, Central America and Carribbean",Belize,Tax exemption,16781892.1825236,Modeled,
"South, Central America and Carribbean",Belize,Fishing access,15723894.71,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Belize,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Belize,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Belize,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Belize,Rural fisher communities,164373.681764253,Modeled,
"South, Central America and Carribbean",Brazil,Fisheries mangt.,42571102.787326,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Brazil,Fishery R&D,53552010.3015472,Modeled,
"South, Central America and Carribbean",Brazil,MPAs,149979343.511148,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Brazil,Boat constsruct. & renov.,27928835.9233236,Modeled,
"South, Central America and Carribbean",Brazil,Fisheries dev. projects,8257499.84821269,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'OECDStat, Overseas Development Aid, Fishery Development']"
"South, Central America and Carribbean",Brazil,Fishing port develop.,332049.033810124,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Brazil,Markt. & storage infrast.,121220212.862037,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Brazil,Tax exemption,92115717.8977803,Reported,['CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)']
"South, Central America and Carribbean",Brazil,Fishing access,54151.86,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Brazil,Fuel subsidies,6181967.38153052,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Brazil,Fisher assistance,30063729.4826397,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
"South, Central America and Carribbean",Brazil,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Brazil,Rural fisher communities,28642307.6384958,Modeled,
"South, Central America and Carribbean",Chile,Fisheries mangt.,9716384.63839975,Reported,"['Chile Informe de Ejecucion Trimestral Periodo 2018', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management', 'Programas de Subsidios y Otros Beneficios, Chile, 2018']"
"South, Central America and Carribbean",Chile,Fishery R&D,3718790.77757164,Reported,"['Chile Informe de Ejecucion Trimestral Periodo 2018', 'OECDStat, Overseas Development Aid, Fisheries Research']"
"South, Central America and Carribbean",Chile,MPAs,105515451.200156,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Chile,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Chile,Fisheries dev. projects,27012637.3068302,Reported,"['Chile Informe de Ejecucion Trimestral Periodo 2018', 'OECDStat, Overseas Development Aid, Fishery Development']"
"South, Central America and Carribbean",Chile,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Chile,Markt. & storage infrast.,84617424.8428085,Modeled,
"South, Central America and Carribbean",Chile,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Chile,Fishing access,21449833.87,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Chile,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Chile,Fisher assistance,2887593.75,Reported,"['Programas de Subsidios y Otros Beneficios, Chile, 2018']"
"South, Central America and Carribbean",Chile,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Chile,Rural fisher communities,44923.2585,Reported,"['Chile Informe de Ejecucion Trimestral Periodo 2018', 'Programas de Subsidios y Otros Beneficios, Chile, 2018']"
"South, Central America and Carribbean",Colombia,Fisheries mangt.,8458096.93704978,Modeled,
"South, Central America and Carribbean",Colombia,Fishery R&D,1981757.17671407,Modeled,
"South, Central America and Carribbean",Colombia,MPAs,10066398.6561167,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Colombia,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Fisheries dev. projects,6445303.31466939,Modeled,
"South, Central America and Carribbean",Colombia,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Markt. & storage infrast.,4895411.81799404,Modeled,
"South, Central America and Carribbean",Colombia,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Fishing access,139765.55,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Colombia,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Colombia,Rural fisher communities,1059943.37842068,Modeled,
"South, Central America and Carribbean",Costa Rica,Fisheries mangt.,3903926.68212189,Modeled,
"South, Central America and Carribbean",Costa Rica,Fishery R&D,914701.590350792,Modeled,
"South, Central America and Carribbean",Costa Rica,MPAs,5899001.73610777,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Costa Rica,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Costa Rica,Fisheries dev. projects,2417657.05164345,Modeled,
"South, Central America and Carribbean",Costa Rica,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Costa Rica,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Costa Rica,Tax exemption,433.226406515674,Reported,['Gastos Tributarios Costa Rica 2017']
"South, Central America and Carribbean",Costa Rica,Fishing access,52601.06,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Costa Rica,Fuel subsidies,1461305.52217986,Reported,['Gastos Tributarios Costa Rica 2017']
"South, Central America and Carribbean",Costa Rica,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Costa Rica,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Costa Rica,Rural fisher communities,489228.400590814,Modeled,
"South, Central America and Carribbean",Cuba,Fisheries mangt.,5557819.78840421,Modeled,
"South, Central America and Carribbean",Cuba,Fishery R&D,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,MPAs,18255231.6234005,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Cuba,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Fisheries dev. projects,2295544.84416921,Modeled,
"South, Central America and Carribbean",Cuba,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Fishing access,175422.27,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Cuba,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Cuba,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominica,Fisheries mangt.,704419.62892521,Reported,['Dominica Budget 2016-17 - Fisheries']
"South, Central America and Carribbean",Dominica,Fishery R&D,98275.7679631382,Modeled,
"South, Central America and Carribbean",Dominica,MPAs,374478.626045382,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Dominica,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominica,Fisheries dev. projects,111111.111,Reported,['Capital Expenditures 2017-18']
"South, Central America and Carribbean",Dominica,Fishing port develop.,189495.92573643,Reported,"['Capital Expenditures 2017-18', 'Dominica Budget 2016-17 - Fisheries']"
"South, Central America and Carribbean",Dominica,Markt. & storage infrast.,1018670.36399349,Modeled,
"South, Central America and Carribbean",Dominica,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominica,Fishing access,1717399.91,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Dominica,Fuel subsidies,548107.832656722,Modeled,
"South, Central America and Carribbean",Dominica,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominica,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominica,Rural fisher communities,52562.8218914558,Modeled,
"South, Central America and Carribbean",Dominican Rp,Fisheries mangt.,8879078.53096073,Modeled,
"South, Central America and Carribbean",Dominican Rp,Fishery R&D,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,MPAs,8528779.03444875,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Dominican Rp,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Fisheries dev. projects,3509195.50651829,Modeled,
"South, Central America and Carribbean",Dominican Rp,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Fishing access,3680.69,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Dominican Rp,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Dominican Rp,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Fisheries mangt.,48220288.0122237,Modeled,
"South, Central America and Carribbean",Ecuador,Fishery R&D,11298156.3752065,Modeled,
"South, Central America and Carribbean",Ecuador,MPAs,8043056.29885086,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Ecuador,Boat constsruct. & renov.,9619420.08298292,Modeled,
"South, Central America and Carribbean",Ecuador,Fisheries dev. projects,533553.65374702,Reported,"['OECDStat, Overseas Development Aid, Fishery Development']"
"South, Central America and Carribbean",Ecuador,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Fishing access,162267.81,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Ecuador,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Fisher assistance,388302.465356387,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
"South, Central America and Carribbean",Ecuador,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Ecuador,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Fisheries mangt.,933407.030073395,Modeled,
"South, Central America and Carribbean",El Salvador,Fishery R&D,75379.9137879055,Modeled,
"South, Central America and Carribbean",El Salvador,MPAs,1312573.21808038,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",El Salvador,Boat constsruct. & renov.,142460.437175018,Modeled,
"South, Central America and Carribbean",El Salvador,Fisheries dev. projects,1680744.04098157,Modeled,
"South, Central America and Carribbean",El Salvador,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Fisher assistance,272285.82147308,Modeled,
"South, Central America and Carribbean",El Salvador,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",El Salvador,Rural fisher communities,38781.3571868571,Modeled,
"South, Central America and Carribbean",Grenada,Fisheries mangt.,435003.549997787,Modeled,
"South, Central America and Carribbean",Grenada,Fishery R&D,101922.620835427,Modeled,
"South, Central America and Carribbean",Grenada,MPAs,711462.290480619,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Grenada,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Grenada,Fisheries dev. projects,208505.805259723,Modeled,
"South, Central America and Carribbean",Grenada,Fishing port develop.,121473.960631658,Modeled,
"South, Central America and Carribbean",Grenada,Markt. & storage infrast.,158366.75690121,Modeled,
"South, Central America and Carribbean",Grenada,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Grenada,Fishing access,104324.85,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Grenada,Fuel subsidies,1182511.55890776,Modeled,
"South, Central America and Carribbean",Grenada,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Grenada,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Grenada,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Fisheries mangt.,2482618.24669374,Modeled,
"South, Central America and Carribbean",Guatemala,Fishery R&D,200490.829160929,Modeled,
"South, Central America and Carribbean",Guatemala,MPAs,755668.198200559,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Guatemala,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Fisheries dev. projects,3460672.04225438,Modeled,
"South, Central America and Carribbean",Guatemala,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Tax exemption,576362.586162802,Modeled,
"South, Central America and Carribbean",Guatemala,Fishing access,128126.93,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Guatemala,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guatemala,Rural fisher communities,103148.253528869,Modeled,
"South, Central America and Carribbean",Guyana,Fisheries mangt.,1089360.14717854,Reported,"['Guyana Public Sector Revenue and Expenditure for the year 2018 (Vol I, II, III)', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
"South, Central America and Carribbean",Guyana,Fishery R&D,354359.282491592,Modeled,
"South, Central America and Carribbean",Guyana,MPAs,54977.8347575845,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Guyana,Boat constsruct. & renov.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Fisheries dev. projects,4357676.34560751,Modeled,
"South, Central America and Carribbean",Guyana,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Markt. & storage infrast.,975530.060485,Reported,"['Guyana Public Sector Revenue and Expenditure for the year 2018 (Vol I, II, III)']"
"South, Central America and Carribbean",Guyana,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Fishing access,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Fisher assistance,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Guyana,Rural fisher communities,182310.28952158,Modeled,
"South, Central America and Carribbean",Haiti,Fisheries mangt.,1237916.176319,Reported,['Haiti Artisanal Fisheries Development Program- Execution Plan']
"South, Central America and Carribbean",Haiti,Fishery R&D,247911.051530286,Reported,['Haiti Artisanal Fisheries Development Program- Execution Plan']
"South, Central America and Carribbean",Haiti,MPAs,0,not found evidence of subsidy,
"South, Central America and Carribbean",Haiti,Boat constsruct. & renov.,21922.7128212732,Reported,['Haiti Artisanal Fisheries Development Program- Execution Plan']
"South, Central America and Carribbean",Haiti,Fisheries dev. projects,891694.050895296,Reported,"['Haiti Artisanal Fisheries Development Program- Execution Plan', 'OECDStat, Overseas Development Aid, Fishery Development']"
"South, Central America and Carribbean",Haiti,Fishing port develop.,59211.8131340931,Reported,['Haiti Artisanal Fisheries Development Program- Execution Plan']
"South, Central America and Carribbean",Haiti,Markt. & storage infrast.,722732.425019078,Reported,['Haiti Artisanal Fisheries Development Program- Execution Plan']
"South, Central America and Carribbean",Haiti,Tax exemption,0,not found evidence of subsidy,
"South, Central America and Carribbean",Haiti,Fishing access,77.21,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
"South, Central America and Carribbean",Haiti,Fuel subsidies,0,not found evidence of subsidy,
"South, Central America and Carribbean",Haiti,Fisher assistance,23306.2033003352,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
"South, Central America and Carribbean",Haiti,Vessel buyback,0,not found evidence of subsidy,
"South, Central America and Carribbean",Haiti,Rural fisher communities,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Fisheries mangt.,3070215.08907161,Modeled,
"South, Central America and Carribbean",Honduras,Fishery R&D,247943.867217657,Modeled,
"South, Central America and Carribbean",Honduras,MPAs,5537122.06191702,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
"South, Central America and Carribbean",Honduras,Boat constsruct. & renov.,256310.070619868,Modeled,
"South, Central America and Carribbean",Honduras,Fisheries dev. projects,3023938.66241379,Modeled,
"South, Central America and Carribbean",Honduras,Fishing port develop.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Markt. & storage infrast.,0,not found evidence of subsidy,
"South, Central America and Carribbean",Honduras,Tax exemption,503626.199358416,Modeled,
